,timestamp_start,timestamp_end,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw
0,50933,50932,0.029135247692465782,-0.04872966930270195,1.048780918121338,-4.091261863708496,6.344841957092285,-1.7573176622390747,2.019160747528076,4.026493549346924,0.17454737424850464,1.5697307586669922,-0.7749090790748596,1.7620519399642944
1,50943,50942,0.018514281138777733,-0.0074159083887934685,1.0364545583724976,-4.4976091384887695,7.734781265258789,-1.7626316547393799,2.0186681747436523,4.026058197021484,0.1762801706790924,1.5354783535003662,-0.846821665763855,1.7515777349472046
2,50953,50952,-0.009132687002420425,-0.013231853023171425,1.0589920282363892,-3.763214111328125,8.429173469543457,-2.0081686973571777,2.017219305038452,4.024969577789307,0.1779693216085434,1.5477135181427002,-0.7702022790908813,1.6945044994354248
3,50963,50962,0.00730320205911994,-0.01626453921198845,1.0215703248977661,-1.513810396194458,8.861393928527832,-1.987082600593567,2.016594171524048,4.023194789886475,0.17873738706111908,1.3882817029953003,-0.6953938007354736,1.647753357887268
4,50973,50972,-0.06815711408853531,0.198494553565979,1.027793288230896,-1.895761251449585,9.456215858459473,-1.4101371765136719,2.0168936252593994,4.02476167678833,0.18075494468212128,1.1525142192840576,-0.8152705430984497,1.6631923913955688
5,50983,50982,0.01567438803613186,-0.04073188453912735,1.0179113149642944,-2.9890594482421875,9.452638626098633,-1.1848171949386597,2.0165414810180664,4.025243759155273,0.18254847824573517,1.0737502574920654,-0.7137859463691711,1.6188488006591797
6,50993,50992,-0.01341794803738594,-0.04488828033208847,1.0653836727142334,-4.088612079620361,8.84405517578125,-1.4643868207931519,2.016493797302246,4.025017261505127,0.18280425667762756,0.924169659614563,-0.723836362361908,1.6059156656265259
7,51003,51002,-0.0004224238800816238,0.04911413416266441,1.0490474700927734,-6.724564552307129,4.896725177764893,-1.0263434648513794,2.0171408653259277,4.0255208015441895,0.18463937938213348,0.7958104014396667,-0.8309129476547241,1.603686809539795
8,51013,51012,0.0267568938434124,-0.08108337223529816,1.0558594465255737,-5.902312755584717,2.476869821548462,-2.0497617721557617,2.0153138637542725,4.025814533233643,0.18668554723262787,0.8731076717376709,-0.9460262656211853,1.5857752561569214
9,51023,51022,-0.01663215458393097,-0.09600530564785004,1.061978816986084,-4.576104164123535,-0.8696494102478027,-1.4582931995391846,2.0149190425872803,4.025981426239014,0.18885475397109985,0.9001922011375427,-1.116183876991272,1.5743420124053955
10,51033,51032,0.014316574670374393,-0.0895758643746376,1.0939699411392212,-1.7170401811599731,0.21525859832763672,-1.864543080329895,2.014127492904663,4.027979850769043,0.19079558551311493,0.9518256783485413,-1.2261921167373657,1.563091516494751
11,51043,51042,-0.0050222123973071575,0.05714375898241997,0.9926802515983582,1.8909279108047485,3.0355300903320312,-1.550600290298462,2.0138323307037354,4.02819299697876,0.19313663244247437,0.8972201347351074,-1.198488473892212,1.5394469499588013
12,51053,51052,-0.003923435695469379,0.061857715249061584,1.078282117843628,4.318614482879639,6.002525806427002,-0.7860797047615051,2.0143866539001465,4.0298848152160645,0.19532565772533417,0.8743131160736084,-1.0599286556243896,1.5142605304718018
13,51063,51062,0.01947709359228611,-0.06153960898518562,1.0176396369934082,6.450992584228516,7.84634256362915,-0.6710630655288696,2.0145046710968018,4.0309906005859375,0.20025594532489777,0.7429869771003723,-1.087212085723877,1.5244030952453613
14,51073,51072,-0.004668263252824545,0.03994700685143471,1.0682405233383179,7.198950290679932,11.521025657653809,-0.928903341293335,2.0149893760681152,4.026637077331543,0.20270924270153046,0.5939671397209167,-0.49978572130203247,1.4631757736206055
15,51083,51082,0.05832430720329285,0.025128275156021118,0.9491718411445618,5.422247886657715,7.8467583656311035,-0.20494040846824646,2.0151541233062744,4.028268337249756,0.205349400639534,0.4250285029411316,-0.508402407169342,1.469826102256775
16,51093,51092,-0.09873752295970917,-0.10944532603025436,1.074152946472168,-0.5777174830436707,1.4660440683364868,-0.1899474561214447,2.014624834060669,4.0291218757629395,0.20667877793312073,0.3987225294113159,-0.5660156607627869,1.472259521484375
17,51103,51102,-0.03277554735541344,-0.10281307995319366,1.010265588760376,-8.373640060424805,4.075655937194824,-1.0437748432159424,2.0136897563934326,4.029255390167236,0.20923058688640594,0.45196837186813354,-0.7401094436645508,1.4659608602523804
18,51113,51112,-0.03169608488678932,-0.04791157692670822,1.0050758123397827,-13.143183708190918,3.0939676761627197,-0.2870897054672241,2.013547897338867,4.029666900634766,0.21176764369010925,0.3144708275794983,-0.9895521998405457,1.478560447692871
19,51123,51122,0.08539672940969467,-0.05654711648821831,1.0205576419830322,-11.277958869934082,2.1849608421325684,-0.1848093718290329,2.0124571323394775,4.029628276824951,0.21359139680862427,0.41618382930755615,-1.027053713798523,1.4576338529586792
20,51133,51132,0.07018841803073883,-0.05711514130234718,1.0018646717071533,-5.644049644470215,0.6325454115867615,-0.050541166216135025,2.0123543739318848,4.027960777282715,0.21598868072032928,0.3755165934562683,-1.0782489776611328,1.4569562673568726
21,51143,51142,0.0002513212093617767,-0.008617455139756203,0.9973117113113403,1.026139497756958,2.1853010654449463,0.6280494332313538,2.012462854385376,4.027741432189941,0.21841835975646973,0.32942625880241394,-1.1654064655303955,1.4636690616607666
22,51153,51152,-0.022256044670939445,-0.006715180352330208,0.9960678219795227,6.360896587371826,3.085005760192871,0.9515358209609985,2.0120410919189453,4.028656005859375,0.22078518569469452,0.33459606766700745,-1.2275060415267944,1.4728095531463623
