,timestamp_start,timestamp_end,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw
0,43769,43767,0.029105136170983315,-0.02771611697971821,0.9938953518867493,-0.36108458042144775,-1.2489323616027832,1.3322793245315552,0.5134692192077637,0.48453837633132935,0.19459782540798187,-0.5821594595909119,-0.14022386074066162,2.1615188121795654
1,43779,43777,0.0742708221077919,0.019201382994651794,0.9237631559371948,-1.072769284248352,-2.0644490718841553,1.2517238855361938,0.5134197473526001,0.4852832555770874,0.19631850719451904,-0.6092477440834045,-0.3216511011123657,2.1639816761016846
2,43789,43787,0.015627039596438408,0.006080301944166422,0.9685102105140686,-2.798234224319458,-3.4864442348480225,1.1554734706878662,0.5134161710739136,0.48374074697494507,0.1977444887161255,-0.6142817735671997,-0.21051353216171265,2.1843433380126953
3,43799,43797,0.006863668095320463,-0.005575242917984724,0.9936875104904175,-5.463287353515625,-4.1515302658081055,1.0094460248947144,0.5134368538856506,0.48411083221435547,0.19678746163845062,-0.5987436175346375,-0.3625679314136505,2.187610626220703
4,43809,43807,-0.009486674331128597,0.028226742520928383,0.9853391051292419,-7.958563804626465,-3.632371425628662,1.1171784400939941,0.513325035572052,0.48338454961776733,0.19805467128753662,-0.571384847164154,-0.39765089750289917,2.201004981994629
5,43819,43817,0.0031359822023659945,0.10669048130512238,0.9262590408325195,-8.700398445129395,-3.422762870788574,0.6791210174560547,0.51323002576828,0.48275747895240784,0.19929632544517517,-0.5483081340789795,-0.4670683741569519,2.2121307849884033
6,43829,43827,-0.021198827773332596,0.060265351086854935,1.0096869468688965,-7.6663498878479,-2.265483856201172,0.5546551942825317,0.5131163001060486,0.48276063799858093,0.2005366086959839,-0.5255764722824097,-0.6158413290977478,2.2128818035125732
7,43839,43837,0.04541656747460365,-0.0753745287656784,0.9994400143623352,-5.702437400817871,-1.5739527940750122,0.4689430296421051,0.5131170153617859,0.4826927185058594,0.20119713246822357,-0.5252870917320251,-0.733524739742279,2.2157819271087646
8,43849,43847,0.02482730709016323,-0.0883660838007927,0.9963352084159851,-2.482564926147461,-1.9523564577102661,0.442010760307312,0.5137090086936951,0.4818890690803528,0.20237649977207184,-0.5950329899787903,-0.7341023683547974,2.22918963432312
9,43859,43857,-0.0026917769573628902,-0.1444825381040573,1.0308387279510498,0.5589979887008667,-1.3088383674621582,0.5848328471183777,0.5142922401428223,0.4808945059776306,0.20351913571357727,-0.6498339772224426,-0.6828771233558655,2.244753122329712
10,43869,43867,0.0302274189889431,0.009529409930109978,1.0156528949737549,1.7749078273773193,-2.2069225311279297,1.0990920066833496,0.5142834186553955,0.4803158640861511,0.20361831784248352,-0.6207402944564819,-0.6648961305618286,2.2517518997192383
11,43879,43877,0.028683656826615334,0.0404118187725544,0.9972861409187317,2.0015618801116943,-6.132099628448486,0.8588052988052368,0.515973687171936,0.47981294989585876,0.20467008650302887,-0.7688168287277222,-0.6326359510421753,2.2742793560028076
12,43889,43887,-0.0026603704318404198,0.03175628185272217,1.0582462549209595,0.24676871299743652,-8.315133094787598,0.7338179349899292,0.515562891960144,0.4798525869846344,0.20599859952926636,-0.6249961853027344,-0.6822647452354431,2.2708981037139893
13,43899,43897,-0.0038352455012500286,-0.0009484427864663303,1.0532658100128174,-1.4760934114456177,-11.067368507385254,0.19210174679756165,0.5156208872795105,0.4799834191799164,0.2086176872253418,-0.5170740485191345,-0.7497525215148926,2.2686607837677
14,43909,43907,0.026413552463054657,-0.029535114765167236,0.9734206199645996,-2.84297513961792,-10.428364753723145,0.1715562790632248,0.5149638056755066,0.48015397787094116,0.2100130319595337,-0.30680182576179504,-0.828170657157898,2.2588353157043457
15,43919,43917,0.011867813766002655,-0.015293637290596962,1.0228606462478638,-1.5318387746810913,-13.306407928466797,0.5118218660354614,0.5143162608146667,0.4803619980812073,0.2113284021615982,-0.10185761004686356,-0.9062737226486206,2.250492572784424
16,43929,43927,-0.06360644102096558,-0.010331659577786922,1.0960813760757446,-0.04695119708776474,-9.56460189819336,0.16483524441719055,0.5137326717376709,0.4785847067832947,0.21274502575397491,0.08470965921878815,-0.7455006241798401,2.2669618129730225
17,43939,43937,0.03553737699985504,-0.0091193662956357,1.034407138824463,1.421385645866394,-4.713856220245361,0.5015283226966858,0.513292133808136,0.4786508083343506,0.21387453377246857,0.1994059681892395,-0.7893251180648804,2.263523817062378
18,43949,43947,-0.023949455469846725,0.025501390919089317,1.0135403871536255,1.387818694114685,-0.6767902374267578,0.5781468152999878,0.5143276453018188,0.47870537638664246,0.2154775708913803,0.11228501051664352,-0.8049381375312805,2.279670238494873
19,43959,43957,0.07094870507717133,0.041875772178173065,1.0170477628707886,1.408966064453125,3.090085506439209,0.15313352644443512,0.5144081711769104,0.47744056582450867,0.21695904433727264,0.10132884979248047,-0.6797702312469482,2.292367458343506
20,43969,43967,0.0723814144730568,-0.06011800095438957,1.021342396736145,1.1253869533538818,3.390634059906006,-0.11036957055330276,0.515218198299408,0.4775070548057556,0.21850624680519104,-0.019994977861642838,-0.7075450420379639,2.300107002258301
21,43979,43977,0.0069017126224935055,-0.020272009074687958,1.0497080087661743,0.29475757479667664,1.0616413354873657,-0.3839690089225769,0.5153763890266418,0.4769102931022644,0.2200227975845337,-0.047821205109357834,-0.6651706099510193,2.300321578979492
